review,sentiment
"Amazing effects for a movie of this time. A primer of the uselessness of war and how war becomes a nurturer of itself.<br /><br />A wonderful thing about this movie is it is now public domain and available at archive.org. No charge, no sign up necessary. Watch it in one sitting and you will be propelled.<br /><br />I plan to share this flick with as many people as possible as I had never heard of it before and I am a hard core sci fi fan.<br /><br />I would like to see how others react to this movie.<br /><br />Watch it.<br /><br />Rate it.<br /><br />Tell us what you think.",1
"I was raised in a \very Christian\"" household since birth. I was saved before I saw this movie and the rest of the series and was forced to watch it in a youth group at my church. This movie was highly disturbing. I saw it when I was about 12 years old and literally had nightmares about it for years. I used to lay awake in bed and listen for the sounds of my mom's footsteps upstairs. If I didn't hear her footsteps, I would sneak upstairs to make sure she hadn't been raptured. I used to pray so hard every night for salvation because I was terrified of Jesus forgetting me. This is definitely not something I will show to my kids until they are much older, if at all. It took me years to shake the fear that this movie gave me.""",0
"This film seems to be a rip off of many movies that have dealt with the same subject in the past. Let the future viewer be forewarned that \Art Heist\"" doesn't add anything to the genre. Director Bryan Goeres has no clue what to do with the film.<br /><br />William Baldwin keeps reappearing in films, and frankly, one wonders if he has a great agent, or is it that directors and producers love his unusual goofy looks, complimented by that strange hairdo he sports in most of his movies. The only good movie in which he has appeared, is \""The Squid and the Whale\"", in which he only speaks two, or three lines. Ellen Pompeo, his leading lady, doesn't fare much better; there is no chemistry between Ms. Pompeo and Mr. Baldwin.<br /><br />A movie to be seen at the viewer's own risk.""",0
"Unlike others, I refuse to call this pitiful excuse for a movie a triumph of style over substance (I don't want to give style a bad name). Still, it's the most apt description that comes to mind.<br /><br />A pointless, unpleasant and ultimately meaningless assault on the eyes and ears, \Wonderland\"" leaves one wondering only why the film was made in the first place and who in their right mind gave the greenlight to this dreary and tangled mess. A biography of porn star John Holmes? A study of who the man was, why he went into the business and how it affected him? Great. Bound to be compelling, bound to be entertaining. Bound to be enlightening and fascinating on about a million levels (and I have zero interest in porn).<br /><br />But a confusing, violent, Rashomon-style study of a series of murders Holmes was connected with after his career ended? Who in hell cares? What insights do we gain? This film completely ignores the most interesting aspect of John Holmes's life -- that he was a porno star! \""Wonderland\"" might as well have been about anyone: the fact that the main character is the most famous male adult film star in history is almost irrelevant.<br /><br />To make matters about a thousand times worse, the picture is loaded down with jerkoff gimmicks -- annoying machine gun editing, sloppy Dogme-95 camerawork, unnecessary split-screen graphics and animation, etc. etc.<br /><br />In the absence of a compelling story and unique main character, the director (and I use the term loosely) has thrown together a dozen or so techniques from other films and decided to call the resulting mess a movie, among these: the trendy, bleach-bypass look of \""Narc\"" or \""Traffic\"" or \""Minority Report;\"" the frantic, often incomprehensible, throw-the-pieces-of-film-in-the-air cutting style of \""Natural Born Killers\"" or \""28 Days Later;\"" the fill-every-moment-of-silence-with- an-old-song-to-evoke-the-period soundtrack of \""Goodfellas\"" or \""Blow;\"" the groovy, retro title sequence of \""Velvet Goldmine\"" or \""Autofocus\"" or \""Catch Me If You Can.\"" The list goes on and on and on. Pathetic.<br /><br />I wanted to like this movie. I had real hopes for it. \""Wonderland Avenue\"" had been around for years; had the context of the murders been emphasized rather than the murders themselves, I think it could have worked. Had the murders (and Holmes's growing involvement with seedy L.A. types) signaled the end of a career, or the end of the swinging '70s, I think the film could have had meaning; it could have served a purpose. As it is -- meaningless. Pointless. Who cares how many perspectives exist on a series of murders generally unknown by the public? The case isn't famous enough to merit such painstaking examination.<br /><br />This film should have been the third act of \""The John Holmes Story.\"" That's it. Period. And it could have worked. What's that? Oh, right, right, they didn't want to tell a traditional rise-and-fall story. They didn't want to make \""Boogie Nights\"" or \""Goodfellas\"" or \""Star 80\"" or \""Autofocus.\"" They wanted their film to be different. Right?<br /><br />Well, in one sense, they succeeded. There's a big difference between those films and \""Wonderland.\"" The difference is those films are good.<br /><br />""",0
"Steve Martin should quit trying to do remakes of classic comedy. He absolutely does not fit this part. Like the woeful remake of the Out Of Towners, this movie falls flat on it's face. How anybody ever thought Steve Martin could even come close to Jack Lemmon's wonderful performance is beyond me and the same is true for this movie. Dan Ackroyd could have played the Bilko part better. Martin is great when doing his own original characters but fails miserably trying to recreate other people's classic work. It's a sad statement when the funniest part of a movie is contained in the first line of the credits when the movie is over. The line \The producers gratefully acknowledge the total lack of cooperation by the United States Army\"" was just about the only line that actually made me laugh. If you want to see the real Bilko, get hold of the original episodes of the Phil Silvers Show. Those are guaranteed to make you laugh, unlike this mistake that should never have happened. I put this movie in the same category as the aforementioned Lemmon classic and the remake of Psycho. None of them should ever have happened.""",0
"I hate to sound like an 'old person', but frankly I haven't seen too many movies that I like that were made after 1960... generally, movies just seem to get worse and worse (although I quite enjoyed the Scott Baio vehicle \The Bread, My Sweet\"", except for the 'de rigeur' sex scene which added NOTHING of value to THAT movie). This movie makes the mother, a former Las Vegas chorus girl, seem to be incapable of surviving on her own, although she is clearly in her 50s (though hinted at being in her 40s). I didn't buy it. I'm 57 and like all the women I know in their 50s and 40s, more than capable of surviving on my own (as I have been doing since I graduated from high school at 13, got legally emancipated and set off on my own life's journey.) <br /><br />The daughter is not believable in her job role ... she gets a promotion she doesn't deserve (a great opportunity) and drops that ball too, but when another female employee steps up to the plate and is ready to deliver, the writers shoot her down as an 'opportunist', when she was just doing what any career-oriented person would do -- taking advantage of a wide-open opportunity created by the lack of self-discipline of her coworker, a girl who apparently doesn't understand the concept of honoring her promises (to her boss, in this case).<br /><br />The daughter grudgingly 'allows' her mother to stay with her, on a temporary basis, but then treats her mother (the woman who gave her Life and raised her to 'adulthood') like a pariah. Apparently the 'writers' of tripe like this do not understand that it is NOT 'the common thing' for PARENTS to act like children, and then be treated AS children by THEIR children. That is just more of the societal 'baloney' that Hollywood keeps trying to force down our throats as though we, their public, were stupid for desiring to be entertained by their creative offerings.<br /><br />This is a sad movie with a stupid ending. If the young male restauranteur had been real and not a two-dimensional 'tv character', he'd have stayed with the MOTHER, who was not that much older than him and quite attractive. But in the end he 'falls' for the daughter, a shallow, rather uninteresting girl who has that cuteness of youth, but in an ordinary, bland way. (The 'opportunist' young woman who worked with this nothing girl was far more attractive, physically.)<br /><br />There was no believable reason presented to the audience as to why the restauranteur preferred the daughter (who was an uptight, selfish, self-centered b*tch who treated her mother with unbelievable disrespect) to the mother -- a woman who was kindhearted, sweet-tempered, humorous, and had a joie de vivre the daughter could not even begin to comprehend. Of course the mother had her own flaws... she had reacted to her husband's demise by drinking herself into a stupor for a year or two afterwards which supposedly created the rift between her and her smarmy daughter.<br /><br />Regardless of the way the characters were or were not developed, this is a baloney movie and a waste of your valuable viewing time unless you actually LIKE baloney. (Where's the mustard?)""",0
"When I watch a low budget film I know what to expect. I expect the acting not to be as good (budget reasons), I expect the lighting not to be as good (budget reasons)I expect the sound not to be as good (budget again). Stop judging these low budget movies like a big budget film!!! I'm a filmmaker myself so I understand the budget constraints on a low budget film. Stealing locations, shots etc... the list goes on and on. I don't want to say all the acting was bad. Jose Rosete, Chris Angelo, Victor Zaragoza are good. Raul Martinez is a natural. Not sold on Carl Washington yet. He has to understand that every line is not important, some are throw away lines. I say if a film makes you want to see what happens next, it's a good film. I liked this movie. I gave it an 8. I wanted to see what was gonna happen next. Great job Quiroz brothers!",1
"Saw it as many times as I could before it left the scene. A delightful and entertaining film with some of my very favorite stars. Only wish I could find it again! Would certainly buy/view it if I could. Please, somebody, bring it back. Fred MacMurray was perfect in his role as a patriot during World War II, and his leading ladies, Joan Leslie, and especially June Haver were beautiful and charming. It was a musical, but also romantic, funny, and clever. This was my favorite movie starring June Haver, although I always liked her. Her dazzling smile lit up the screen, and her beauty and talent were an asset to any film. The supporting cast lent credit to their individual roles. A well-balanced and light-hearted film; only wish we had more like it!",1
"Cross-eyed is a very original and funny movie. I think Adam Jones brings a refreshing new set of eyes to the comedy genre and really reinvents it in a good way. This film is smart, concise, and consistently entertaining and funny. As a writer/director, Jones exhibits complete control over his characters who are both absurd and lovable. The story is definitely something you haven't seen before which is good. It's unique and fun, and manages to work in visually fantastic elements as well as the long lost slapstick genre together to form a hearty comedy.<br /><br />A very promising first film.",1
"I'll be honest. The only reason I watched this one on TV is that it's in the IMDb bottom 100. And right now, I'm wondering if the hour and a half of my life really was worth another 'check' on that same list.<br /><br />Van Damme is Luc Deveraux, who finds himself on a huge fight with the Universal Soldiers after the main computer pulled a 'HAL' to defend itself. And yes, after all the obligate explosions, shoot-outs and chases he is the last one standing. Combined with terrible acting and a bit of a boring set-up it makes sure it's place in the infamous list is just.<br /><br />Only for the idiots like me who want to watch that full list. 2/10.",0
"Trying to compare or represent this \swill\"" as anything \""Hitchcockian\"" is an out-n-out attempt to mislead Hitchcock fans to waste $7 on this movie... Weak acting Weak story Weak script. <br /><br />No real suspense, no thrills. You wait all through the weakness of this movie for the big payoff or even any payoff...You're left thinking, what the heck was that all about.<br /><br />And please, enough with the movement to make \""alternative lifestyles\"" HIP and politically correct!!...I can't recommend this to anyone...Did I mention how weak the acting is? Williams did a better job as Peter Pan and \""Mork\"". But those were MUCH more innocent times...........""",0
"Faith and Mortality... viewed through the lens of an elderly Ashkenazi Jewish-American gentleman and a younger, African-American Jewish gentleman who waver between being at odds with each other and having frank talks about how their lives have unfolded over the years..<br /><br />Mostel's character is a tailor with chronic back problems, and a terminally ill wife; Belafonte's character is a career hustler, never settling on a regular job, and a fatal car accident leaves him in an odd Purgatory-- he must convince Mostel to renew his faith, as it has been failing along with his wife's health (and his own).. but Belafonte's Levine has his own problems, still pining for the girlfriend he left behind..<br /><br />Belafonte's character leaves the film before he seemingly should, and so the the ending is cryptic, and the film suffers somewhat from its ambiguous ending..<br /><br />This is not a 'typical' Hollywood movie on ethnic relations or about a person's crisis of faith.. it is worth watching more than once and appreciating the excellent performances of the principal actors..",1
"This UK psychological thriller is known in the United States as CLOSURE. Exploitation of X-Files' Gillian Anderson, who plays an attractive middle aged businesswoman of substance named Alice. She must attend a business party and invites Adam(Danny Dyer), who just installed a security system for her, to be her escort. On the way home, speeding through the woods on a narrow lane, Alice's auto collides with a deer. After pulling the wounded animal off the road, the couple is savagely attacked by a drunken gang of thugs. Adam is beat to a pulp; Alice is gang raped and both are emotionally and physically devastated by the ruthless attack. When the identities of their attackers are discovered, Alice and Adam set out to exact revenge...brutal revenge. The couple at times find themselves at odds on how to deal with the ruthless attackers. Their final decision is to avenge with no mercy. Let there be no mistake, payback IS hell. Also in the cast: Anthony Calf, Ralph Brown, Francesca Fowler and Antony Byrne. Brutal violence, disturbing images, nudity and graphic rape.",0
"There are way too many subjects avoided in cinema and eating disorders is one of them. This film shows it as it is. It is not glamourised for the viewers to enjoy, it is shown with real truth which makes it all the more powerful. I've only seen it once and that was a few years ago but i can still remember everything about it and how it made me feel. It is a very powerful film and is good support for anyone suffering from a eating disorder to give them the willpower to stop. This is what films should be about- they should be there to help people and not glamourise things that are wrong.",1
"It was simple and yet so nice. I think the whole sense of sex segregation in society, which can be bitter, was shown very delicately. It had a bitter kind of hummer in it. The fact that most of the actors were not professionals, made the movie more tangible and more realistic. There was a \documentary\"" side to the movie too. The best scenes were those that all the girls, banned from watching, were listening passionately to the soldier, who is supposed to keep an eye on them, broadcasting the game. If you are an Iranian, the familiar cheering and dancing in the streets after a game won, fills you up with National pride!! If you are not Iranian, you'll still love it all the same!""",1
"I recently saw this at the 2009 Palm Springs International Film. This is the feature length directorial debut of veteran Dutch actress Monique van de Ven and based on my observation it should be her last. I hate movies that are so implausible that you are picking apart practically every scene. This film immediately leaves you scratching your head. as it begins a young photographer and his girlfriend who works for an international aid organization are having a leisurely drive through the Taliban-controlled mountains Afghanistan having a conversation about their love when a rocket stops a truck in front of them. They get out of their vehicle to watch as Talliban fighters equipped with rocket launchers, machine guns, rifles, handguns and grenades execute all five people in the truck. Bob (Waldemar Torenstra) starts taking pictures of all this when he is spotted by one of the insurgents who lobs a hand grenade at them that kills his girlfriend. since they are with hand throwing distance they can't be more than 50 yards away yet he somehow gets away. His girlfriend is blown up and he takes a picture of the moment of the grenade impact that kills her and wins a prize as photographer of the year for the photo. Every scene and situation in this film as as ridiculous as it's opening. The following year Bob finds himself on assignment for National Geographic on a Dutch resort island where he meets Kathleen (Sophie Hilbrand) and inserts himself into her seedy underworld of international drug smugglers. Avoid this film. I would give it a 4.0 out of 10.",0
"I was never quite sure where this thing was going. These people seem interested in what is going on on some mountain. They investigate, have narrow escapes, leave, come back, leave, put each other in danger, sleepwalk, get attacked by witches who have consistent wardrobes, etc., etc. The guy seems to like the girl, but leaves her unprotected numerous times. She gets taken off, he gets her back, leaves her again. You get the point. The whole thing seems to get around to some sort of sacrifice, I think, but I'm not sure, or turning people into witches, but I'm not sure. It's just dull and endless and not worth the time. There are some atmospheric scenes, but the print is so bad that there times when twenty seconds of blackness is not unusual. Is this caused by age or the overuse of night filters.",0
"I made a special effort to see this movie and was totally disappointed with the outcome. On paper, the script seems hopeful, and the choice of actors leaves one with hopes - I liked Pacino in Scent of a Woman and have seen Anny Duperrey and Marthe Keller in several French and other films of the 70s/80s. But I had forgotten how important a part dialogues can play in a film, and in this film they are absolute ..... trash ! The filming locations were also attractive but the hopeless, pretentious and forced dialogues pulled the whole thing down to sub zero level. In addition to that, I am pretty allergic to the world of motor racing and find no interest in this sport. Even the inelegant dialogues in \Love Story\"" were better than the ones in this film (and that's saying something !!). I was really expecting better from this film and was very disappointed to have been let down so much.""",0
"I love this film. It is well written and acted and has good cinematography. The story blends action, humor, mysticism, and tenderness with great sets and beautiful location shots. See it, buy it, show it to your friends.<br /><br />The acting is good and Murphy especially does a fine job portraying the reluctant/unlikely hero. I enjoyed all the characters and found them to be interesting and well developed with dynamic interactions.<br /><br />I cared what happened to these people and, while the outcome was pretty predictable (the good guys win, the hero gets the astonishingly attractive girl and the holy child saves lives--who doesn't see that coming?), it still made me happy when everything worked out well in the end. Thank God this film's dignity was never ruined with a crappy sequel. Grab some popcorn, cuddle up on the couch, and watch this fun, happy and entertaining film.",1
"A well put together entry in the serial killer genre that unfortunately gets mired down in its own pretentiousness to be really satisfying. Willem Dafoe is superb as a NYC detective trying to track down what appears to be a copycat using the same Renaissance art-related killing techniques used in a series of murders he solved years earlier. Scott Speedman is Dafoe's junior partner and they have pretty good chemistry (at least for a while). Other characters pop up to conveniently tie the two cases together. Clea Duval is the friend of an earlier victim and Peter Stormare is some sort of art broker/mentor to Dafoe...that's a bit hard to take, although Stormare is, of course, never dull. The film's ending is particularly disappointing. Look fast for Deborah Harry as Dafoe's less than forthcoming neighbor.",0
"You have to see it to believe it! Directors Alastair Fothergill and Mark Linfield have done a thing really great, it is a 10 out of 10 so I can not believe that other user of this web had rate it so poor, unless they were expecting to see just a normal movie, with people, love scenes, and so on. I am also convinced that this kind of documentaries are an excellent way to wake up us in order to save our beautiful planet. Finally, it has nothing to do with Al Gore's documentary-movie \An inconvenient truth\"" mainly made of long monologues, painfully and with \""truths\"" not always accurate, as many scientists have pointed already. <br /><br />The best thing you can do on earth is not miss Earth.""",1
"If there was a 0 stars rating i would gladly hand it out to this absolutely horrid pile of waste. The fact that the actual summary is perfectly fine and that if it had been made different it could have been brilliant only makes it worse. The basic task of locking up a group of people in an experiment chamber is fine, but WHERES THE EXPERIMENT? All i see is a bunch of unintelligent surfers and blondes chatting about music and culture i don't know or want to know about... The challenges are pathetic and silly. The whole point of reality TV is to show REALITY. If you set a 'challenge' don't make them play with exaggerated props of food and stereotypical cultural elements in 'friday night games'. make them do an actual challenge. And as for 'earning' prize money, thats fine, if they actually earnt it! These people are nuts. If only they would make the show better, the actual idea would be glorious. But that ain't gonna happen!",0
"Sorry, gave it a 1, which is the rating I give to movies on which I walk out or fall asleep. In this case I fell asleep 10 minutes from the end, really, really bored and not caring at all about what happened next.",0
"I can't say too much about Kalifornia as sadly I have yet to actually see the whole thing (I've only managed to see it in bits and pieces on Fuse.) But what I have seen is absolutely awesome! I am a fan of Brad Pitt but I admit not all his earlier movies are well good. But this role, I just, his acting is great, his character Early seems so normal well okay creepy, dark weird but you know normal for a hillbilly of that type I guess. And Juliette Lewis's performance although I can see how some may be annoyed by it I think it's amazing. Sadly I have yet to see the end, but from reading other reviews on here it sounds good, but disappointing. I have to admit that I wish David Duchovany's (sorry if the spelling on that is incorrect) was a bit flat but for him it was okay. His wife's character was better, and I thought her performance while not the best in the movie was pretty good, a portrait of the avant-Gard/older sister type. Particularly the scene where Early and Brian go to play pool, and Adele and Carrie are having their one on one time together. I've watched that scene at least twice now and I still think the acting in it is just wonderful. One because of the emotion that Adele portrays after talking about being raped by the three guys and how she feels about Early and Carrie's reaction to it. Everything about that I think is just so perfect. I mean, maybe it's because I can relate a bit, I'm not sure. <br /><br />As for Brad Pitt who plays the serial killer that we actually get to see for once; I thought he was great. Some movies with Pitt that I've seen were just average or not worth seeing. I don't think I've ever seen a terrible Pitt movie or if I have it's not because of his acting it's other factors. This movie was not one of them. He turned out a great performance in Kalifornia. I swear I'm not just some random I do like him for his acting not just because he's good looking, I mean his character in this movie isn't exactly handsome or cute by any means! Pitt is dark, brooding and downright scary at times. Yet he's also cheerful, funny, nice, and even loving towards Adele. Granted there are some spots that made me want to reach through the TV and strangle him but that's probably just me (and the character Pitt played in the movie.) But it also shows how good Pitt's acting was in this movie it made me forget that he was playing a character, that is what good acting is supposed to do. <br /><br />At any rate I wish I could say more, but that's all I can really say without having seen the ending, I have seen most of the movie through what I've caught on Fuse and as I'm writing this I'm taping it on DVR so hopefully I can write a more complete review later. I just wanted to share my thoughts on a movie that I thought was something really cool and something that seems to have gotten overlooked (it shouldn't have!)",1
"This was an excellent 2-part episode, although I had never been seen the older ones, I never thought the doctor would go up against anything that is paranormal, extra terrestial of course but not paranormal.<br /><br />This episode brings the things that we most fear and how would we humans, in a futuristic time, would fight and defeat real live evil when most odds say that would be impossible.<br /><br />Being that it's a family film I am surprised that they brought some stuff in like fear and faith, especially if its also going to entertain American audiences. But who care about what Yanks say, we rock! Doctor Who has shown potential ever since from episode one from the new series in 2005, first being so harmless to scary, from fun to serious, from light to darkness. I hope many old fans will one day soon say \The old Doctor Who has returned\"".<br /><br />10 out of 10""",1
"First of all i'd just like to say this movie rawked more than any of the recent crap that hollywood has cooked up out of its bowels. McBain is a true action film with more violence than most viewers can handle. It has all of the classic elements of a late 80's/early 90's action film....the random gratuitous acts of violence (ie. when Walken and crew go in to confront the drug dealers to get money they just show up and kill them rather than letting them live and just taking their money), the snapping of necks, the guys on fire, the guys that get blown off buildings, and of course the guys who are on fire that get blown off of buildings. Walken is at his finest in this picture delivering memorable lines such as, \let's go sit..........out on the deck.\"" and others that make this film a top buy off of the clearence rack at the local video store. if you have a bloodlust for unnecessary random acts of violence rent this movie today and satisfy your thirst.""",1
"How cynical are the writers, to pander so. I may be an American citizen, but I don't need to see other Americans pat each other on the back for an hour and half in order to enjoy a film. I'm astonished that so few have commented on how utterly jingoistic, sentimental and trite the dialogue in this film really is. The historical inaccuracies of the film are not as gross and offensive as in \U-571\"" (which changes British submariners to American ones) but you still walk away feeling a little slimy. Really, the Germans in this film do nothing but admire the Americans between battle scenes! How sad, unnecessary! I'd just like to say to the writers: it's obvious to many of us that you can't capture real people, with real problems, under real pressure, and that you've taken some very well tested shortcuts. Lucky for you there will always be nationalist nutjobs to appreciate your sugar-coated tripe.""",0
"The surprise nominee of this year's Best Animated Feature race at the Oscars. It's an Irish film by heart, but it was co-produced by Belgium and Brazil, with, I'm guessing, animators working in all three countries. The product is one of the most beautiful and unique films in recent memory. The character design is a little reminiscent of the French animated film Persepolis from a couple of years back, with very simple characters with thick, black outlines. This film is not in black and white. Oh no. What makes this film great is its use of color, simply some of the most outrageous and startling use of colors I've ever seen. The general design of the pictures is also a lot more geometrical, with characters who are basically rectangles or ovals. Much of the film can be spent playing find the circle - a major aspect of the visual design is a circle in the center of the image. All of these geometrical designs have a purpose - the story is about a young boy who is learning to be an artist working on illuminated manuscripts (the Book of Kells is a real illuminated Bible; the art of the film is based on the drawings in it). The story of the film isn't especially deep, but it's a pretty good fantasy tale. Brendan is a young boy in Kells, a city surrounded by enormous walls, built by his uncle to keep out Vikings. A newcomer to Kells, Brother Aiden, inspires Brendan to take up illustrating. He also inspires him to do things like leave Kells and explore the nearby forest, within which lives a nymph. Bruno Coulais provides a fantastic score, almost as good as the one he did for Coraline, which I consider the very best of the year.",1
"Hey now, I can't claim to have seen all of the films of Jesse (Jesus) Franco, and there sure seem to be a lot of them, but this is one of the better (and weirder) of the lot that I have seen. I'd say most likely he was in his prime back in the late sixties/early seventies and anything lately has been a bit TOO strange for me, and it takes a lot for me to declare that. Anyway, this is like one big bad dream where parts of it seem to come true at various points. This woman is an actress or something, performs in some theater in Berlin where acts of \fake\"" torture are performed for an appreciative audience (?!) and she seems to have this problem with dreaming. The catch to what's real and what's not in this movie is apparently the real stuff is in sharp focus and the dream stuff isn't. She seems to exist in a state of deja vu. I won't say this makes a whole lot of sense but it is pretty wild and weird and entertaining. Shots of Berlin make it seem like a lonely and creepy place, so that adds to the atmosphere. The ending is extremely abrupt though, the film just ends and the tape went black, I guess no need to let you know it was over at that point. My copy was from the Anchor Bay Euro-Trash collection, and I say, give me more Euro-Trash, I can't get enough of that crap. But it's GOOD crap.""",1
"This was one of the most ridiculous and badly directed movies I've seen in a very long time. I've never liked Spike Lee, but thought I'd give this one a try: bad mistake. The movie is supposed to show how the Son of Sam real life murders affected a neighborhood in the summer of 1977; what it really did was center around the most boring characters that I doubt anyone cared for as far as their drug problems, marriage problems, and so on, etc. The scenes that depict the murders are just that, and nothing more; a shooting and then it's back to Saturday Night Fever! What's even more ridiculous is Spike Lee's choice to show up as a reporter in the movie: Spike, trust me, you're no Hitchcock, stay out of the movies, it makes them even worse off. The most silly scene had to be the dog speaking in a goofy voice, which was depicted in a scene before it where it was supposed to have been shot??? Spike, what were you thinking when you made this film? Not thinking at all is my guess. People who think they'll see a crime drama, take my advice and do not waste your time or money on this loser. You're better off watching Jerry Springer in this case! Waste of film, I gave it a 1 out of 10: awful dud.",0
"This film had a lot of promise, and the plot was relatively interesting, however the actors, director and editors seriously let this film down.<br /><br />I feel bad for the writers, it could have been good. The acting is wooden, very few of the characters are believable.<br /><br />Who ever edited this clearly just learnt some new edit techniques and wanted to splash them all over the film. There are lots of quick 'flashy' edits in almost every scene, which are clearly meant to be symbolic but just end up as annoying.<br /><br />I wanted to like this film and expected there to be a decent resolution to the breakdown of equilibrium but alas no, it left me feeling like I'd wasted my time and the film makers had wasted their money.",0
"Chang Cheh's \Shaolin Temple\"" might very well be the highwater mark of the Shaw Brothers martial arts film cycle. This rousing kung fu epic boasts an amazing cast - a veritable who's who of the Shaw stable. Though the plot is fairly standard and the fight choreography is superb as usual, it is Cheh's handling of the subject matter that makes this film remarkable and enjoyable. The sense of reverence displayed for the history and traditions of the Shaolin Temple is palpable in every frame. Not unlike William Keighley's paean to the fabled Fighting 69th in that same self titled film or John Ford's salute to West Point in \""The Long Gray Line,\"" Cheh's \""Shaolin Temple\"" is a lovingly crafted ode in that same style.<br /><br />The cultural correlation I am tempted to make, is to compare the Shaolin Temple to the Alamo. Watching this film will give the same admiring and nostalgic feelings that you experienced many years ago in grade school history when you learned of the courage and sacrifice of those doomed heroes of the Alamo. At the end of the film, you too might be tempted to call out, Remember the Shaolin Temple!""",1
"Well, for starters, this actually was THE most elegant Clausen film to this date.<br /><br />The man's always got a sense for characters with a slice of humor to them, but I think that he in this movie adds a dimension unparrallel to anything he's made earlier. His work has - in very black n' white words - been accepted by the broad but not that critical audience, and we've always appreciated his sense of humor and his ability to mix it with human problems and a distinct way of letting the audience know what he needs to say.<br /><br />In \Villa Paranoia, however, for the first time, he surprises with an unseen wisdom and a respect for the minorities. Not only the ethnic but also the normal people you tend to forget. Set in Jutland - in 'the country' - it deals with the everlasting issue of lack of love, but in a close and at times brutal way that keeps you looking and keeps you focused. And on top of that, he himself manages to play a b******d! A true b*****d, who wants the right thing but has no clue how to get there, and people therefore suffer. Bitterly.<br /><br /> I'd have to say it's one of the best movies I've seen this year and I'm greatly anticipating his next.""",1
"In the spirit of the classic \The Sting\"", this movie hits where it truly hurts... in the heart! A prim, proper female psychiatrist, hungry for adventure, meets up with the dirtiest and rottenest of scoundrals. The vulnerable doctor falls for the career badman, and begs to be involved in his operation. While the movie moves kind of \""slow\"", it's climax and ending are stunning! You'll especially enjoy how the doctor \""forgives herself\""!""",1
"As someone who lives near Buffalo, New York, this movie scored points with me before I even saw it, since the story is based here. There are even some bit parts with real-life news-TV anchor people from Buffalo..and, for once, it doesn't knock the area. Hallelujah!<br /><br />Theology-wise, puh-leeze!!! God is still made to look and think like humans...and, of course, be a bit on the liberal side. Being the lightweight comedy it is, it's nothing that should win any awards but it still is entertaining and is a pleasant way to kill 102 minutes. <br /><br />There are some laugh-out-loud slapstick comedy scenes and, hopefully, audiences - from Christians to atheists.- got something out of this besides a few laughs, such as what prayer should really be all about. Kudos to the writers for at least getting that theology correct and giving a good message.<br /><br />Overall, it's a good-hearted film that should offend very few.",1
"\Boom\"" has garnered itself a something of a reputation. With heavyweights Taylor, Burton, Noel Coward, Tennessee Williams and Joseph Losey, one might be tempted to think, how bad could it be? Well, it's a lot worse than you could possibly imagine.<br /><br />The sad and disturbing fact of \""Boom\"" is that is seems to signal the decline and fall of the aforementioned heavyweights. It was only director Joseph Losey who having plummeted the depths with \""Modesty Blaise\"" and \""Boom\"" (some may wish to add \""Secret Ceremony\""), managed to recuperate and in 1970 create his best work, the wonderful \""Go-Between\"".<br /><br />Saddest of all is the work of Tennesee Williams. From the mid forties until the early sixties, Williams penned a number of plays which have gained classic status, remaining in theater repertory throughout the world, many becoming much praised films. When William's muse deserted him, probably owing to his notorious substance abuse, it deserted him for good. Williams at his best is an actor's dream providing many unforgettable performances. (Were Ava Gardner or Deborah Kerr ever better than in \""Night of the Iguana\"" ? ) Taylor in particular, shone in both \""Cat on a Hot Tin Roof\"" and \""Suddenly Last Summer\"". There is an anecdote in which supposedly Taylor asks John Gielgud whether he would teach her to play Shakespeare, to which he replied \""if you will teach me to play Tennessee Williams\"". Had Gielgud seen \""Boom\"" he would have held his tongue. Taylor simply has never been worse, turning in a cringe inducing performance. Despite her face photographing well, she is decidedly podgy. Besides the physical decline, from this time onwards she would basically lose credibility as a serious actress with a string of completely forgettable (and worse) roles to her credit.<br /><br />Much the same could be said of Burton. Following his short lived theatrical stardom, he won fame and fortune in Hollywood. But the body of his work from this point onwards (1968) would be unremarkable to say the least.<br /><br />Noel Coward had long ceased being a force in the theater where his drawing room comedies had been replaced by the likes of Williams and the British \""angry young men\"". He seems to be enjoying himself camping it up, but barely manages to amuses, that from the man who claimed such a talent.<br /><br />The only cast member who maintains her dignity is young Joanna Shimkus, who in a few years would forego a promising screen career to become Mrs. Sidney Poitier.<br /><br />\""Boom\"" reeks of self indulgence; it's simply out of control. A rather sad pointer to careers gone wrong rather than a camp fun fest as some have suggested.""",0
"I read somewhere (in a fairly panning review) that this is something of a live-action mecha anime, and I think they're on the right lines. I first watched this movie when I was very young and I've been dying to see it again, and when I finally did just recently all the memories came flooding back. I don't think this is to be taken too seriously - it's just a bit of good old 80's almost-a-TV-movie fun (it is set against the backdrop of a fairly dark future, although this point isn't stressed too much). What I admired most about this movie was that the dialogue didn't sound generic - no clichés, no predictable lines - all in all just good fun! Maybe time hasn't been kind to this little movie, but still I can find appreciation for it in me. It's by no means perfect, but it's entertaining and doesn't try to be anything other than that. Let the nerds and comic-store-guys worry about technicalities - who cares? See it for yourself and make your own decision. No-one else's opinion matters.",1
